id	synopsis	rating	genre	director	writer	theater_date	dvd_date	currency	box_office	runtime	studio
263	Taking his cue from such 1970s horror classics as The Texas Chainsaw Massacre (1974) and The Hills Have Eyes (1977), animated rocker Rob Zombie goes celluloid with the throwback shocker House of 1000 Corpses. Running low on gas as they travel the highways of America in search of the ultimate roadside attraction, a group of teens pull into Captain Spaulding's (Sid Haig) museum of oddities (which also offers fried chicken and gasoline) only to become obsessed with uncovering the mystery of a legendary local maniac known only as Dr. Satan. When an attractive and mysterious hitchhiker subsequently offers to give the thrill seekers a personal tour of Dr. Satan's old stabbing grounds, a breakdown forces them to take refuge with a group of menacing oddballs as a fearsome storm rages outside. As the evening progresses and the backwoods hosts' Halloween festivities become ever more threatening, the teens soon realize that the legend of Dr. Satan may hold a bit more contemporary weight than any of them had previously thought.	R	Horror	Rob Zombie	Rob Zombie	2003-04-11	2003-08-12	$	12,583,510	88 minutes	Lions Gate Films Inc.
267	A serial dater afflicted with a lifelong curse of loneliness attempts to win the love of a clumsy but beautiful penguin expert in the one romantic comedy that proves true love never comes easy. As a ten-year-old boy, Charlie (Dane Cook), breaks the cardinal rule of spin-the-bottle by refusing to kiss a demented goth girl. Crushed by the disheartening snub and determined to ensure that Charlie never finds true love, the vengeful brooder places a hex on the cowardly rule breaker that follows him well into his adult life. Flash-forward 20 years, and Charlie is a successful dentist who just can't seem to maintain a stable relationship. Sure he's had his fair share of one-night stands, but these days Charlie is just looking to find a nice girl he can settle down with. One day, while attending an ex-girlfriend's wedding, Charlie realizes that every girl he has ever dated has proceeded to find true love with the very next man they've met. When word gets out that Charlie is something of a lucky charm for women looking to tie the knot, every women within a 100-mile radius comes calling for a one-night stand; and while taking a bevy of beauties to bed is fun for the time being, it doesn't take long for Charlie to realize just how empty sex can be without true love. Upon meeting hard-to-get aquatic bird specialist Cam (Jessica Alba), Charlie begins to suspect that he has found the woman of his dreams. Cam is the kind of woman whom Charlie would be happy to grow old with, but what will come of their relationship if Charlie and Cam sleep together? Now, in order to ensure that Cam doesn't end up with the next guy she meets, Charlie will finally attempt to break the curse that has plagued him since childhood. Perhaps with a little help from smooth-talking ladies' man and sympathetic best friend Stu (Dan Fogler), Charlie will finally be able to experience true happiness.	R	Comedy	Mark Helfrich	Josh Stolberg	2007-09-21	2008-01-15	$	35,000,629	101 minutes	Lionsgate Films
274	Natalie Portman stars in this western concerning a woman who has to defend her home against a group of outlaws. Gavin O'Connor handles directing duties, with Ewan McGregor and Joel Edgerton co-starring.	R	Action and Adventure|Drama|Western	Unknown	Unknown	2016-01-29	2016-04-26	$	976,847	97 minutes	Unknown
281	Seth MacFarlane directs, produces, co-writes and plays the role of the cowardly sheep farmer Albert in A Million Ways to Die in the West. After Albert backs out of a gunfight, his fickle girlfriend leaves him for another man. When a mysterious and beautiful woman rides into town, she helps him find his courage and they begin to fall in love. But when her husband, a notorious outlaw, arrives seeking revenge, the farmer must put his newfound courage to the test. Starring alongside MacFarlane are Oscar (R) winner Charlize Theron, Liam Neeson, Amanda Seyfried, Giovanni Ribisi, Sarah Silverman and Neil Patrick Harris. MacFarlane reunites many of the filmmakers behind Universal and MRC's hit film Ted including Scott Stuber (Bluegrass Films) and Jason Clark who produce, and Wellesley Wild and Alec Sulkin who co-wrote the script. (c)Universal	R	Comedy|Western	Seth MacFarlane	Seth MacFarlane|Alec Sulkin|Wellesley Wild	2014-05-30	2014-10-07	$	37,331,031	116 minutes	Universal Pictures
285	An all new feature film from the twisted minds of cult comedy heroes Tim Heidecker and Eric Wareheim (Tim and Eric Awesome Show, Great Job)	R	Comedy	Tim Heidecker|Eric Wareheim	Doug Lussenhop|Tim Heidecker|Jonathan Krisel|Eric Wareheim	2012-03-02	2012-05-08	$	145,778	94 minutes	Magnolia Pictures
290	Get ready to go deeper undercover with Ricardo Tubbs (Jamie Foxx) and Sonny Crockett (Colin Farrell) in this Unrated Director's Edition that includes footage not seen in theaters	R	Action and Adventure|Drama	Michael Mann	Michael Mann	2006-07-28	2006-12-05	$	63,400,000	132 minutes	Universal Pictures
299	Director Preston A. Whitmore II brings the thrill of the street to the big screen with a fast-moving tale of underground basketball that proves no matter what team you play for, in the end it's all about how much game you've got. The stroke of midnight has sounded and the crowd has gathered; it's time for some basketball. Forget about the rules of the NBA, though, and throw those college credentials out the window because they don't mean a thing in this court. In a converted rail station, the only players who gain respect are the ones left standing when the clock hits zero, and the current champions have been standing way too tall for far too long. Now a new generation is ready to take over the top spot, and young hopefuls Tech (Anthony Mackie) and Cruise (Wesley Jonathan) are leading the charge. With everything on the line and the challenge of a lifetime before them, these too young street-ballers will be forced to out-dribble, out-shoot, and out-run their more experienced competitors in order to win the game and pave the way for the next crop of street smart shooters.	PG-13	Action and Adventure|Drama	Unknown	Unknown	2006-09-01	2007-02-20	$	7,009,668	95 minutes	Sony Pictures Entertainment
300	Liz Gilbert had everything a modern woman is supposed to dream of having -- a husband, a house, a successful career -- yet like so many others, she found herself lost, confused, and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy; the power of prayer in India, and, finally and unexpectedly, the inner peace and balance of true love in Bali.	PG-13	Drama	Ryan Murphy	Ryan Murphy|Jennifer Salt	2010-08-13	2010-11-23	$	80,574,010	133 minutes	Sony Pictures
301	From writer/director David Koepp (Stir of Echoes) comes this filmed adaptation of Stephen King's novella Secret Window, Secret Garden, one of four stories in the collection Four Past Midnight. Johnny Depp stars as Mort Rainey, a recently divorced author who decides to take some time off at his cottage. Unfortunately for Rainey, John Shooter (John Turturro), an unbalanced wannabe writer, tracks him down, claiming that Rainey plagiarized his work. Also starring Maria Bello, Charles S. Dutton, and Timothy Hutton, Secret Window is the second story from Four Past Midnight to be adapted as a film, the first being 1995's made-for-television The Langoliers.	PG-13	Drama|Mystery and Suspense	David Koepp	David Koepp	2004-03-12	2004-06-22	$	47,781,388	95 minutes	Columbia Pictures
304	Friends with Kids is a daring and poignant ensemble comedy about a close-knit circle of friends at that moment in life when children arrive and everything changes. The last two singles in the group observe the effect that kids have had on their friends' relationships and wonder if there's a better way. They decide to have a kid together - and date other people. There are big laughs and unexpected emotional truths as this unconventional 'experiment' leads everyone in the group to question the nature of friendship, family and, finally, true love. -- (C) Official Site	R	Comedy|Drama	Jennifer Westfeldt	Jennifer Westfeldt	2012-03-09	2012-07-17	$	5,600,000	107 minutes	Roadside Attractions
313	Set against the backdrop of 1970's Texas Hill Country, AIN'T THEM BODIES SAINTS is a romantic American story that follows three characters on various sides of the law - outlaw Bob Muldoon (Casey Affleck), his wife Ruth Guthrie (Rooney Mara), and a local sheriff named Patrick Wheeler (Ben Foster), who gets caught in their crosshairs. The film, which is the second feature from writer-director David Lowery, was developed at the Sundance Institute's Writing and Producing Labs and also stars Nate Parker and Keith Carradine. The film received the U.S. Dramatic Cinematography Award at the 2013 Sundance Film Festival. (c) IFC	R	Drama	David Lowery	David Lowery	2013-08-16	2013-12-17	$	200,000	105 minutes	IFC Films
